"MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","_stFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_sf","haspool","hasgarage","hasbsmt","hasfireplace"
20,0,10206,0,0,0,0,0,0,4,0,0,0,0,8,5,2007,2007,0,0,0,0,2.00,0,0,0,1.00,0.00,0.00,1.00,0.00,1563,0,0,0,0.00,1563,1563,0,2,0,3,1,6,0,1,0.00,1.00,3,758,0.00,0.00,0,10,2008,0,0,245000,3126,2,243,0,1,1,1
20,0,8892,0,1,0,0,0,0,0,0,0,0,0,5,5,1960,1960,0,0,2,1,3.00,0,0,1,0.00,0.00,0.00,0.00,0.00,1065,0,2,0,0.00,1065,1065,0,1,1,3,0,6,0,0,1.00,0.00,2,461,0.00,0.00,0,7,2007,2,0,126500,2130,2,74,0,1,1,0
80,0,8530,0,1,0,0,0,0,5,0,0,0,3,7,5,1995,1996,0,0,1,2,1.00,0,0,0,1.00,0.00,0.00,0.00,0.00,384,0,2,0,0.00,804,1474,0,2,1,3,0,7,0,1,2.00,2.00,2,400,0.00,0.00,0,5,2009,0,0,168500,1858,3,192,0,1,1,1
60,0,16059,0,0,0,0,1,0,13,0,0,0,1,8,5,1991,1992,1,0,1,2,1.00,1,0,1,1.00,0.00,0.00,0.00,0.00,1288,0,0,0,0.00,1301,2417,0,2,1,4,1,9,0,1,0.00,0.00,2,462,0.00,0.00,0,4,2006,0,0,260000,3705,3,209,0,1,1,1
60,0,11911,0,2,0,0,0,0,5,0,0,0,1,6,5,2005,2005,0,0,0,0,0.00,1,0,0,1.00,0.00,1.00,0.00,0.00,684,0,0,0,0.00,684,1560,0,2,1,3,1,6,0,1,2.00,2.00,2,400,0.00,0.00,0,3,2009,0,0,174000,2244,3,138,0,1,1,1
160,2,3951,0,0,0,0,1,0,4,0,0,1,1,6,5,2009,2009,0,0,0,0,2.00,1,0,0,1.00,0.00,1.00,0.00,0.00,612,0,0,0,0.00,612,1224,0,2,1,2,1,4,0,0,1.00,1.00,2,528,0.00,0.00,0,6,2009,1,1,164500,1836,3,234,0,1,1,0
50,4,8470,0,1,0,0,1,0,15,1,1,0,2,3,2,1915,1982,1,0,4,4,0.00,3,2,1,0.00,2.00,0.00,0.00,0.00,1013,0,1,1,0.00,1013,1526,0,1,0,2,3,6,0,0,0.00,1.00,0,0,0.00,0.00,1,10,2009,3,2,85000,2026,1,156,0,0,1,0
20,0,8070,0,0,0,0,0,0,1,0,0,0,0,4,5,1994,1995,0,0,0,0,0.00,0,0,0,1.00,0.00,0.00,1.00,0.00,990,0,0,0,0.00,990,990,1,1,0,3,0,5,0,0,0.00,1.00,0,0,0.00,0.00,0,8,2007,0,0,123600,1980,2,0,0,0,1,0
20,0,7200,0,0,0,0,0,0,0,0,0,0,0,4,5,1950,1950,0,0,6,3,0.00,0,0,3,1.00,0.00,0.00,1.00,0.00,0,0,1,0,1.00,1040,1040,0,1,0,2,0,4,0,0,1.00,0.00,2,420,0.00,0.00,0,7,2006,0,0,109900,1040,1,29,0,1,0,0
20,0,8500,0,0,0,0,0,0,0,0,0,0,0,5,3,1961,1961,1,0,1,2,3.00,0,0,1,0.00,0.00,0.00,4.00,0.00,1235,0,1,0,0.00,1235,1235,0,1,0,2,0,6,0,0,0.00,0.00,2,480,0.00,0.00,0,12,2006,0,2,98600,2470,1,0,0,1,1,0
30,0,13360,0,1,2,0,0,0,11,0,0,0,0,5,7,1921,2006,0,0,3,3,0.00,0,1,2,1.00,0.00,0.00,2.00,0.00,876,0,0,0,0.00,964,964,1,1,0,2,0,5,0,0,1.00,0.00,2,432,0.00,0.00,0,8,2009,0,0,163500,1840,2,44,0,1,1,0
190,4,7200,0,0,0,0,1,0,2,0,0,4,6,6,6,1910,1998,1,0,2,1,0.00,0,0,2,0.00,2.00,3.00,4.00,0.00,1214,1,0,1,0.00,1260,2291,0,2,0,4,0,9,0,1,1.00,0.00,2,506,0.00,0.00,0,11,2007,0,0,133900,3505,3,99,0,1,1,1
60,0,9337,0,1,0,0,0,0,1,0,0,0,1,6,5,1997,1997,0,0,0,0,0.00,0,1,0,1.00,0.00,0.00,1.00,0.00,824,0,0,0,0.00,905,1786,1,2,1,3,1,7,0,0,0.00,1.00,2,684,0.00,0.00,0,5,2007,0,0,204750,2610,4,162,0,1,1,0
60,0,9765,0,2,0,0,1,0,5,0,0,0,1,6,8,1993,1993,0,0,0,0,1.00,2,1,0,1.00,1.00,0.00,2.00,0.00,680,0,2,0,0.00,680,1470,0,2,1,3,0,6,0,1,2.00,2.00,2,420,0.00,0.00,0,4,2009,0,0,185000,2150,3,295,0,1,1,1
20,0,10264,0,1,0,0,0,0,1,0,0,0,0,7,5,1999,1999,0,0,0,0,1.00,1,0,0,1.00,0.00,1.00,2.00,0.00,1588,0,0,0,0.00,1588,1588,0,2,0,3,1,6,0,0,0.00,1.00,2,472,0.00,0.00,0,8,2006,0,0,214000,3176,2,187,0,1,1,0
20,0,10921,0,0,2,0,0,0,3,0,0,0,0,4,5,1965,1965,1,0,1,2,1.00,0,0,1,0.00,0.00,0.00,4.00,0.00,960,0,1,0,2.00,960,960,1,1,0,3,0,6,0,0,0.00,2.00,1,432,0.00,0.00,2,5,2007,0,0,94750,1920,2,120,0,1,1,0
30,0,10625,0,0,0,0,1,0,3,0,0,0,0,5,5,1920,1950,0,0,3,3,0.00,0,0,2,0.00,0.00,0.00,2.00,0.00,458,0,3,1,0.00,835,835,0,1,0,2,0,5,0,0,3.00,0.00,1,366,1.00,0.00,0,5,2010,2,2,83000,1293,1,77,0,1,1,0
20,0,9320,0,1,0,0,0,0,0,0,0,0,0,4,5,1959,1959,0,0,4,4,0.00,0,0,1,0.00,0.00,0.00,2.00,0.00,950,0,3,0,0.00,1225,1225,1,1,1,3,0,6,0,0,0.00,1.00,0,0,0.00,0.00,0,1,2010,0,0,128950,2175,3,352,0,0,1,0
20,0,10603,0,1,0,0,0,0,8,0,0,0,0,6,7,1977,2001,0,0,4,4,1.00,0,0,0,0.00,0.00,3.00,2.00,0.00,1610,0,2,0,0.00,1610,1610,1,2,0,3,1,6,0,2,0.00,1.00,2,480,0.00,0.00,0,2,2010,0,0,205000,3220,3,236,0,1,1,1
60,0,9206,0,0,0,0,0,0,9,0,0,0,1,6,5,1985,1985,0,0,1,2,1.00,1,0,1,1.00,0.00,0.00,0.00,0.00,741,0,1,0,0.00,977,1732,0,2,1,3,1,7,0,1,0.00,2.00,2,476,0.00,0.00,0,6,2010,0,0,178000,2473,3,238,0,1,1,1
90,0,7018,0,0,1,0,0,0,9,0,0,2,0,5,5,1979,1979,0,0,1,2,0.00,0,2,3,1.00,0.00,0.00,1.00,0.00,0,0,1,0,0.00,1535,1535,0,2,0,4,0,8,0,0,0.00,0.00,2,410,0.00,0.00,0,6,2009,0,4,118964,1535,2,0,0,1,0,0
20,0,10402,0,1,0,0,1,0,1,0,0,0,0,7,5,2009,2009,0,0,0,0,0.00,0,0,0,1.00,0.00,0.00,0.00,0.00,1226,0,0,0,0.00,1226,1226,0,2,0,3,1,6,0,0,0.00,1.00,3,740,0.00,0.00,0,5,2010,0,0,198900,2452,2,36,0,1,1,0
50,1,7758,0,0,0,0,1,0,15,0,0,0,2,7,4,1931,1950,0,0,8,7,1.00,0,2,0,0.00,0.00,0.00,5.00,0.00,1040,0,0,0,2.00,1226,1818,0,1,1,4,0,7,0,2,1.00,0.00,1,240,0.00,0.00,0,6,2007,0,0,169500,2858,2,184,0,1,1,1
60,2,9375,0,0,0,0,0,0,4,0,0,0,1,8,5,2003,2004,1,0,0,0,1.00,1,0,0,2.00,0.00,0.00,0.00,0.00,1053,0,0,0,0.00,1053,1992,0,2,1,3,1,9,0,1,0.00,1.00,2,648,0.00,0.00,0,8,2008,0,0,250000,3045,3,185,0,1,1,1
30,1,10800,0,0,0,0,0,0,2,0,0,0,0,4,7,1885,1995,4,0,0,0,0.00,0,0,2,3.00,0.00,0.00,0.00,0.00,641,0,2,0,0.00,1047,1047,0,1,0,2,0,6,0,0,1.00,0.00,1,273,1.00,1.00,1,8,2007,0,0,100000,1688,1,0,0,1,1,0
20,1,6000,0,0,0,0,0,0,2,0,0,0,0,5,5,1948,1950,0,0,0,0,0.00,0,0,1,0.00,0.00,0.00,2.00,3.00,789,0,0,0,0.00,789,789,0,1,0,2,0,5,0,0,1.00,0.00,1,250,0.00,0.00,0,4,2008,0,1,115000,1578,1,0,0,1,1,0
50,1,8500,0,0,0,0,1,0,15,2,0,0,2,5,7,1919,2005,0,0,5,5,0.00,0,0,1,0.00,0.00,0.00,0.00,0.00,793,1,1,1,2.00,997,1517,0,2,0,3,3,7,0,0,0.00,1.00,0,0,0.00,0.00,1,8,2007,0,0,115000,2310,2,144,0,0,1,0
20,0,11751,0,1,0,0,0,0,8,0,0,0,0,6,6,1977,1977,1,0,4,4,1.00,0,0,1,1.00,0.00,0.00,3.00,0.00,1844,0,0,0,0.00,1844,1844,0,2,0,3,0,7,0,1,0.00,1.00,2,546,0.00,0.00,0,1,2010,2,0,190000,3688,2,122,0,1,1,1
50,0,9525,0,0,0,0,0,0,3,0,0,0,2,6,4,1954,1972,0,0,3,3,0.00,0,0,1,0.00,2.00,0.00,4.00,0.00,994,0,2,0,0.00,1216,1855,0,2,0,4,0,7,0,0,0.00,0.00,1,325,0.00,0.00,0,10,2006,0,0,136900,2849,2,182,0,1,1,0
80,0,7750,0,1,0,0,0,0,5,0,0,0,3,7,5,2000,2000,0,0,0,0,0.00,0,0,0,1.00,0.00,0.00,1.00,0.00,384,0,0,0,0.00,774,1430,0,2,1,3,0,7,0,1,2.00,2.00,2,400,0.00,0.00,0,4,2010,0,0,180000,1814,3,180,0,1,1,1
60,0,9965,0,0,0,0,0,0,1,0,0,0,1,7,5,2007,2007,0,0,0,0,2.00,1,0,0,2.00,0.00,1.00,1.00,0.00,1264,0,0,0,0.00,1282,2696,1,2,1,4,2,10,0,1,2.00,2.00,3,792,0.00,0.00,0,10,2007,1,1,383970,3960,4,472,0,1,1,1
20,0,21000,0,0,1,0,1,0,11,0,0,0,0,6,5,1953,1953,1,0,3,3,1.00,0,1,1,1.00,0.00,3.00,2.00,1.00,1809,0,1,0,0.00,2259,2259,1,2,0,3,1,7,0,2,3.00,0.00,2,450,0.00,0.00,0,10,2007,2,2,217000,4068,3,478,0,1,1,1
70,0,7259,0,1,0,0,0,1,11,0,0,0,1,6,8,1945,2002,3,0,3,3,0.00,0,0,1,0.00,0.00,0.00,2.00,2.00,1028,0,0,0,0.00,1436,2320,1,2,1,3,1,9,0,1,1.00,0.00,1,180,0.00,0.00,0,7,2007,0,0,259500,3348,4,224,0,1,1,1
160,2,3230,0,0,0,0,1,0,4,0,0,1,1,6,5,1999,1999,0,0,2,1,1.00,0,0,0,1.00,0.00,0.00,1.00,0.00,729,0,2,0,0.00,729,1458,0,2,1,2,0,5,0,1,1.00,0.00,2,440,0.00,0.00,0,6,2007,0,0,176000,2187,3,32,0,1,1,1
20,0,11616,0,0,0,0,0,0,7,0,0,0,0,5,5,1962,1962,0,0,3,3,1.00,0,0,1,0.00,0.00,0.00,5.00,3.00,1092,0,1,0,0.00,1092,1092,0,1,0,3,0,6,0,1,0.00,0.00,1,288,0.00,0.00,0,9,2009,0,0,139000,2184,2,164,0,1,1,1
20,0,8536,0,0,0,0,1,0,3,0,0,0,0,5,5,2006,2007,0,0,0,0,0.00,0,0,0,1.00,0.00,0.00,0.00,0.00,1125,0,2,0,0.00,1125,1125,0,1,1,2,0,5,0,0,0.00,0.00,2,430,0.00,0.00,0,4,2007,1,1,155000,2250,2,144,0,1,1,0
60,0,12376,0,0,0,0,1,0,9,0,0,0,1,7,5,1990,1990,1,0,4,4,0.00,0,0,0,1.00,0.00,3.00,1.00,0.00,1673,0,2,0,0.00,1699,3222,1,3,0,5,1,11,0,2,0.00,0.00,3,594,0.00,0.00,0,5,2010,0,0,320000,4895,4,367,0,1,1,1
60,0,8461,0,0,0,0,0,0,1,0,0,0,1,6,5,2005,2006,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,0.00,0.00,728,0,0,0,0.00,728,1456,0,2,1,3,1,8,0,1,0.00,2.00,2,390,0.00,0.00,0,7,2006,1,1,163990,2184,3,24,0,1,1,1
80,0,21453,0,1,3,0,2,2,16,0,0,0,3,6,5,1969,1969,2,4,4,4,0.00,0,0,1,0.00,0.00,2.00,2.00,0.00,938,0,0,0,0.00,988,988,1,1,0,1,0,4,0,2,0.00,0.00,2,540,0.00,0.00,0,10,2006,0,0,180000,1926,2,260,0,1,1,1
50,1,6060,0,0,0,0,0,0,15,0,0,0,2,4,5,1939,1950,0,0,9,9,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,732,0,2,0,0.00,772,1123,0,1,0,3,0,4,0,0,1.00,0.00,1,264,0.00,0.00,2,6,2007,0,0,100000,1855,1,140,0,1,1,0
20,0,9464,0,0,0,0,1,0,0,0,0,0,0,6,7,1958,1958,1,0,2,1,1.00,0,1,1,0.00,0.00,0.00,3.00,0.00,1080,0,2,0,0.00,1080,1080,0,1,0,3,0,5,0,0,0.00,0.00,1,288,0.00,0.00,0,6,2008,0,0,136000,2160,1,130,0,1,1,0
120,0,7892,0,0,0,0,0,0,9,0,0,1,0,6,5,1993,1993,0,0,4,4,0.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1199,0,0,0,0.00,1199,1199,0,2,0,2,1,5,0,0,0.00,1.00,2,530,0.00,0.00,0,3,2008,0,0,153900,2398,2,63,0,1,1,0
20,0,17043,0,1,0,0,2,0,8,0,0,0,0,6,5,1979,1998,0,0,1,2,0.00,0,1,1,1.00,2.00,0.00,0.00,0.00,1362,0,1,0,0.00,1586,1586,0,2,0,3,0,7,0,1,0.00,0.00,2,435,0.00,0.00,0,1,2009,0,0,181000,2948,2,192,0,1,1,1
190,1,6780,0,0,0,0,0,0,15,0,0,4,2,6,8,1935,1982,0,0,3,3,0.00,0,2,1,0.00,0.00,1.00,1.00,0.00,520,0,2,1,0.00,520,754,1,1,0,2,0,5,0,0,0.00,1.00,0,0,0.00,0.00,1,6,2006,0,0,84500,1040,2,53,0,0,1,0
120,0,4928,0,1,0,0,0,0,23,0,0,1,0,6,5,1976,1976,0,0,4,4,0.00,0,0,1,1.00,0.00,0.00,2.00,0.00,1078,0,1,0,0.00,958,958,0,2,0,2,0,5,0,1,0.00,1.00,2,440,0.00,0.00,0,2,2007,0,0,128000,2036,2,205,0,1,1,1
45,1,4388,0,1,1,0,0,0,2,1,0,0,5,5,7,1930,1950,0,0,7,3,0.00,0,1,2,0.00,0.00,0.00,5.00,0.00,672,0,0,0,0.00,840,840,0,1,0,3,0,5,0,1,0.00,1.00,0,0,0.00,0.00,1,6,2007,0,0,87000,1512,1,0,0,0,1,1
60,0,7590,0,0,0,0,0,0,0,4,0,0,1,6,5,1966,1966,0,0,0,0,1.00,0,0,1,0.00,0.00,0.00,3.00,0.00,660,0,1,0,0.00,660,1348,0,1,1,3,0,6,0,1,0.00,1.00,2,453,0.00,0.00,0,7,2006,0,0,155000,2008,2,296,0,1,1,1
20,0,8973,0,0,0,0,0,0,0,0,0,0,0,5,7,1958,1991,0,0,4,4,1.00,0,0,1,0.00,0.00,0.00,4.00,3.00,1008,0,1,0,1.00,1053,1053,0,1,1,3,2,6,0,0,5.00,1.00,2,750,0.00,0.00,0,7,2006,0,2,150000,2061,2,260,0,1,1,0
60,0,14200,0,0,0,0,1,0,0,0,0,0,1,7,6,1966,1966,0,0,2,1,1.00,0,0,1,0.00,0.00,0.00,4.00,0.00,924,0,0,0,0.00,1216,2157,0,2,1,4,1,8,0,2,0.00,2.00,2,487,0.00,0.00,0,5,2006,0,0,226000,3081,3,171,0,1,1,1
60,0,12224,0,1,0,0,1,0,5,0,0,0,1,6,5,2000,2000,0,0,0,0,1.00,1,0,0,1.00,0.00,0.00,1.00,0.00,992,0,0,0,0.00,1022,2054,1,2,1,3,1,7,0,1,2.00,1.00,2,390,0.00,0.00,0,7,2009,0,0,244000,3046,4,72,0,1,1,1
20,0,7388,0,0,0,0,1,0,0,0,0,0,0,5,6,1959,2002,0,0,2,1,0.00,0,0,1,0.00,0.00,0.00,4.00,0.00,1063,0,2,0,0.00,1327,1327,1,1,0,3,1,7,0,0,1.00,0.00,2,624,0.00,0.00,0,7,2007,0,0,150750,2390,2,0,0,1,1,0
20,0,6853,0,1,0,0,0,0,14,0,0,0,0,8,5,2001,2002,0,0,0,0,1.00,1,0,0,2.00,0.00,0.00,1.00,0.00,1267,0,0,0,0.00,1296,1296,1,2,0,2,1,6,0,0,0.00,2.00,2,471,0.00,0.00,0,6,2009,0,0,220000,2563,3,217,0,1,1,0
20,0,10335,0,1,0,0,0,0,7,0,0,0,0,5,6,1968,1993,0,0,4,4,0.00,0,0,1,0.00,0.00,0.00,4.00,0.00,1461,0,2,0,0.00,1721,1721,0,2,1,3,0,7,2,1,0.00,1.00,2,440,0.00,0.00,0,7,2006,0,0,180000,3182,3,276,0,1,1,1
20,0,10400,0,0,0,0,0,0,8,0,0,0,0,7,6,1970,1970,1,0,4,4,1.00,0,0,0,0.00,0.00,0.00,0.00,0.00,1304,0,2,0,0.00,1682,1682,0,2,0,3,0,7,0,1,0.00,0.00,2,530,0.00,0.00,0,5,2008,0,0,174000,2986,2,98,0,1,1,1
20,0,10355,0,1,0,0,1,0,0,0,0,0,0,5,5,1967,1967,0,0,2,1,1.00,0,0,1,0.00,0.00,0.00,3.00,0.00,1214,0,1,0,0.00,1214,1214,0,2,0,3,0,5,0,1,0.00,1.00,1,318,0.00,0.00,0,7,2007,0,0,143000,2428,2,111,0,1,1,1
90,0,11070,0,0,0,0,0,0,12,0,0,2,0,7,5,1988,1989,0,0,0,0,1.00,0,0,1,0.00,0.00,0.00,0.00,0.00,1907,0,2,0,0.00,1959,1959,0,3,0,5,0,9,0,0,5.00,0.00,3,766,0.00,0.00,0,7,2006,0,3,171000,3866,3,0,0,1,1,0
60,0,9066,0,1,0,0,0,0,1,0,0,0,1,8,5,1999,2000,0,0,0,0,1.00,1,0,0,1.00,0.00,3.00,1.00,0.00,1004,0,0,0,0.00,1004,1852,0,2,1,3,1,7,0,2,0.00,2.00,3,660,0.00,0.00,0,12,2008,0,0,230000,2856,3,330,0,1,1,1
60,0,15426,0,1,0,0,0,0,1,0,0,0,1,6,5,1997,1997,0,0,0,0,0.00,0,0,0,1.00,0.00,0.00,1.00,0.00,928,0,0,0,0.00,928,1764,1,2,1,3,1,7,0,0,0.00,1.00,2,470,0.00,0.00,0,8,2009,0,0,231500,2692,4,375,0,1,1,0
20,0,10500,0,0,0,0,3,0,0,0,0,0,0,4,5,1971,1971,0,0,1,2,0.00,0,0,1,0.00,0.00,0.00,2.00,0.00,864,0,1,0,0.00,864,864,0,1,0,3,0,5,0,1,0.00,1.00,0,0,0.00,0.00,0,4,2010,4,0,115000,1728,1,0,0,0,1,1
20,0,11645,0,0,0,0,0,0,1,0,0,0,0,7,5,2005,2005,0,0,0,0,0.00,1,0,0,1.00,0.00,1.00,1.00,0.00,1734,0,0,0,0.00,1734,1734,1,2,0,3,1,7,0,0,0.00,2.00,2,660,0.00,0.00,0,1,2006,0,0,260000,3468,3,184,0,1,1,0
50,0,8520,0,0,0,0,1,0,0,2,0,0,2,5,4,1952,1952,0,0,6,3,0.00,0,2,1,0.00,0.00,0.00,4.00,0.00,910,0,3,0,0.00,910,1385,0,2,0,4,0,6,0,0,1.00,0.00,2,720,0.00,0.00,0,6,2010,0,0,166000,2295,2,0,0,1,1,0
20,0,10335,0,1,0,0,0,0,1,0,0,0,0,7,5,1999,1999,0,0,0,0,1.00,1,0,0,1.00,0.00,2.00,1.00,0.00,1490,0,0,0,0.00,1501,1501,1,2,0,3,1,6,0,0,0.00,1.00,2,577,0.00,0.00,0,6,2009,0,0,204000,2991,3,173,0,1,1,0
90,1,9100,0,0,0,0,0,0,7,5,0,2,0,5,5,1963,1963,0,0,1,2,1.00,0,0,1,0.00,0.00,0.00,4.00,0.00,1728,0,1,0,0.00,1728,1728,1,2,0,6,0,10,0,0,1.00,0.00,2,504,0.00,0.00,0,11,2006,4,2,125000,3456,3,0,0,1,1,0
160,1,2522,0,0,0,0,0,0,3,0,0,3,1,6,5,2004,2006,0,0,0,0,2.00,1,0,0,1.00,0.00,0.00,0.00,0.00,970,0,0,0,0.00,970,1709,0,2,0,3,1,7,4,0,1.00,0.00,2,380,0.00,0.00,0,4,2006,0,0,130000,2679,2,40,0,1,1,0
30,1,6120,0,0,0,0,1,0,10,0,0,0,0,5,7,1931,1993,0,0,3,3,0.00,0,0,2,0.00,0.00,0.00,3.00,0.00,715,0,1,0,1.00,875,875,1,1,0,2,0,5,0,0,1.00,0.00,1,180,1.00,0.00,0,11,2009,0,0,105000,1590,2,48,0,1,1,0
60,0,9505,0,1,0,0,2,0,5,0,0,0,1,7,5,2001,2001,0,0,0,0,1.00,1,0,0,1.00,0.00,0.00,0.00,0.00,884,0,0,0,0.00,884,2035,0,2,1,3,1,8,0,1,2.00,2.00,2,434,0.00,0.00,0,5,2010,0,0,222500,2919,3,192,0,1,1,1
20,0,7500,0,0,0,0,0,0,9,0,0,0,0,7,5,2004,2005,0,0,0,0,1.00,0,0,0,1.00,0.00,0.00,1.00,0.00,1080,0,0,0,0.00,1080,1080,1,1,0,3,1,6,0,0,0.00,1.00,0,0,0.00,0.00,0,4,2008,0,0,141000,2160,2,0,0,0,1,0
50,1,6240,0,0,0,0,0,0,10,0,0,0,2,5,4,1936,1950,0,0,2,1,0.00,0,0,2,1.00,0.00,0.00,0.00,0.00,896,0,2,0,1.00,896,1344,0,1,0,3,0,7,0,0,1.00,0.00,1,240,1.00,0.00,0,4,2006,0,0,115000,2240,1,314,0,1,1,0
20,0,10356,0,0,0,0,1,0,1,0,0,0,0,5,6,1975,1975,0,0,1,2,0.00,0,0,1,0.00,0.00,1.00,3.00,0.00,969,0,1,0,0.00,969,969,0,1,1,3,0,5,0,0,0.00,0.00,2,440,0.00,0.00,0,1,2007,0,0,122000,1938,2,0,0,1,1,0
20,0,13891,0,0,0,0,0,0,6,0,0,0,0,8,5,2007,2008,1,0,0,0,2.00,1,0,0,2.00,0.00,2.00,1.00,0.00,1710,0,0,0,0.00,1710,1710,1,2,0,2,1,6,0,1,0.00,1.00,3,866,0.00,0.00,0,1,2008,1,1,372402,3420,3,102,0,1,1,1
60,0,14803,0,1,0,0,2,0,8,0,0,0,1,6,5,1971,1971,0,0,1,2,1.00,0,0,1,0.00,0.00,0.00,4.00,0.00,825,0,2,0,0.00,1097,1993,0,2,1,4,0,8,0,1,0.00,1.00,2,495,0.00,0.00,0,6,2006,0,0,190000,2818,3,66,0,1,1,1
20,0,13500,0,0,0,0,0,0,16,0,0,0,0,6,7,1960,1975,2,0,6,4,0.00,0,0,1,1.00,0.00,2.00,3.00,4.00,1602,0,2,0,0.00,1252,1252,1,1,0,1,0,4,0,1,0.00,1.00,2,564,0.00,0.00,0,3,2008,0,0,235000,2854,2,409,0,1,1,1
30,1,11340,0,0,0,0,1,0,2,0,0,0,0,6,5,1923,1950,0,0,3,3,0.00,0,0,2,0.00,0.00,0.00,0.00,0.00,1200,0,1,0,1.00,1200,1200,0,1,0,4,0,7,0,0,1.00,0.00,1,312,1.00,1.00,0,3,2006,0,3,125000,2400,1,228,0,1,1,0
50,0,9600,0,0,0,0,1,0,3,2,0,0,2,6,5,1924,1950,0,0,3,3,0.00,0,0,2,0.00,0.00,0.00,0.00,0.00,572,2,3,1,2.00,572,1096,0,1,0,2,0,5,0,0,0.00,1.00,0,0,0.00,0.00,1,4,2008,0,0,79000,1668,1,136,0,0,1,0
20,0,7200,0,0,0,0,0,0,0,0,0,0,0,5,7,1950,1950,1,0,3,3,0.00,0,0,1,1.00,0.00,0.00,1.00,0.00,0,0,1,0,2.00,1040,1040,0,1,0,2,0,5,0,0,1.00,0.00,2,625,0.00,0.00,0,6,2006,0,0,109500,1040,1,0,0,1,0,0
60,0,12003,0,0,0,0,1,0,14,0,0,0,1,8,5,2009,2010,0,0,0,0,1.00,1,0,0,2.00,0.00,0.00,0.00,0.00,774,0,0,0,0.00,774,1968,0,2,1,4,2,8,0,1,2.00,2.00,3,680,0.00,0.00,0,5,2010,1,1,269500,2742,3,75,0,1,1,1
60,2,12552,0,0,0,0,1,0,4,0,0,0,1,7,5,2004,2005,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,1.00,0.00,991,0,0,0,0.00,991,1947,0,2,1,3,1,8,0,1,0.00,1.00,2,678,0.00,0.00,0,5,2010,0,0,254900,2938,3,136,0,1,1,1
60,0,19378,0,1,2,0,1,0,5,0,0,0,1,7,5,2005,2006,0,0,0,0,1.00,1,0,0,1.00,0.00,3.00,1.00,0.00,1392,0,0,0,0.00,1392,2462,1,2,1,4,1,9,0,1,0.00,1.00,2,576,0.00,0.00,0,3,2006,1,1,320000,3854,4,539,0,1,1,1
20,0,11120,0,1,0,0,2,0,22,0,0,0,0,6,6,1984,1984,0,0,4,4,0.00,0,0,0,1.00,0.00,0.00,3.00,0.00,1232,0,1,0,0.00,1232,1232,0,2,0,3,0,6,0,0,0.00,0.00,2,516,0.00,0.00,0,6,2008,0,0,162500,2464,2,0,0,1,1,0
60,0,13688,0,1,0,0,0,0,6,0,0,0,1,9,5,2003,2004,0,0,0,0,1.00,1,0,0,2.00,0.00,1.00,1.00,0.00,1572,0,0,0,0.00,1572,2668,1,2,1,3,2,10,0,2,2.00,2.00,3,726,0.00,0.00,0,3,2008,0,0,412500,4240,4,400,0,1,1,1
20,0,12182,0,0,0,0,1,0,6,0,0,0,0,7,5,2005,2005,0,0,0,0,1.00,1,0,0,1.00,0.00,3.00,3.00,0.00,1541,0,0,0,0.00,1541,1541,0,2,0,3,1,7,0,1,0.00,1.00,2,532,0.00,0.00,0,5,2010,1,1,220000,3082,2,70,0,1,1,1
45,0,5500,0,0,0,0,0,0,2,0,0,0,5,4,6,1956,1956,0,0,2,1,0.00,0,0,1,0.00,0.00,0.00,0.00,0.00,882,0,0,0,0.00,882,882,0,1,0,1,0,4,0,0,0.00,1.00,0,0,0.00,0.00,0,4,2007,0,0,103200,1764,1,0,0,0,1,0
40,1,5400,0,0,0,0,1,0,2,0,0,0,0,6,7,1926,2004,0,0,2,1,0.00,0,1,2,0.00,0.00,3.00,5.00,0.00,1149,0,2,0,1.00,1149,1616,0,2,0,3,1,5,0,0,1.00,0.00,1,216,0.00,0.00,0,10,2007,0,0,152000,2765,2,183,0,1,1,0
190,0,10106,0,0,0,0,0,0,3,0,0,4,2,5,7,1940,1999,0,0,3,3,0.00,0,1,2,0.00,0.00,0.00,2.00,1.00,644,0,2,0,0.00,808,1355,1,2,0,4,0,6,0,0,0.00,1.00,0,0,0.00,0.00,0,9,2008,0,0,127500,1999,3,140,0,0,1,0
